replicate,C0-R@42,C0-R@1337,C0-R@20260703,C1-M@42,C1-M@1337,C1-M@20260703,C4-M@42,C4-M@1337,C4-M@20260703,C4MixFT-M@42,C4MixFT-M@1337,C4Mix-M@42,C4Mix-M@1337,C4R-M@42,C4R-M@1337
878,0.402829,0.407650,0.413307,0.418203,0.409509,0.391511,0.406839,0.382756,0.403353,0.402595,0.403702,0.391553,0.400030,0.409052,0.382838
879,0.402886,0.397908,0.393661,0.396858,0.405362,0.394628,0.393193,0.377379,0.393890,0.395222,0.391239,0.377338,0.399333,0.401684,0.376880
880,0.424257,0.423254,0.423651,0.435642,0.428979,0.422156,0.423255,0.406594,0.432226,0.424650,0.416096,0.418271,0.434118,0.436743,0.414338
881,0.391748,0.399146,0.399355,0.405464,0.404389,0.385570,0.398599,0.382972,0.397455,0.391903,0.399567,0.375928,0.395331,0.406268,0.376806
882,0.391827,0.388528,0.391855,0.398633,0.402634,0.392393,0.397139,0.361065,0.396290,0.390955,0.393235,0.379840,0.399075,0.403612,0.378508
883,0.404526,0.403888,0.418645,0.409792,0.415505,0.396899,0.413446,0.378127,0.408589,0.417616,0.420979,0.392071,0.409240,0.417455,0.385572
884,0.404838,0.408988,0.408637,0.423322,0.406944,0.406565,0.412627,0.384696,0.420349,0.409008,0.410024,0.391471,0.407221,0.413427,0.385076
885,0.390150,0.395776,0.399788,0.404616,0.408800,0.381449,0.401590,0.391242,0.399780,0.391586,0.393672,0.391142,0.389914,0.406329,0.370565
886,0.422926,0.408941,0.404728,0.423654,0.416188,0.393169,0.406498,0.385398,0.414246,0.404050,0.405535,0.387606,0.408654,0.412973,0.379390
887,0.403705,0.403459,0.406751,0.413168,0.411738,0.392524,0.413894,0.389238,0.408763,0.399268,0.415215,0.394832,0.399924,0.410896,0.385704
888,0.418673,0.417128,0.423736,0.425281,0.435664,0.410185,0.415820,0.394504,0.419648,0.416157,0.420685,0.403046,0.426144,0.423855,0.390711
889,0.417955,0.407669,0.413409,0.426527,0.417131,0.393556,0.425483,0.376186,0.403600,0.395986,0.409964,0.398697,0.406299,0.417014,0.396012
890,0.392972,0.386032,0.391420,0.398368,0.404836,0.380881,0.389582,0.366992,0.388638,0.382390,0.393175,0.382208,0.390715,0.400896,0.373403
891,0.395323,0.394306,0.404550,0.400111,0.407541,0.391955,0.394558,0.387273,0.394445,0.386199,0.399618,0.393516,0.392495,0.404344,0.373979
892,0.411665,0.401712,0.418944,0.420833,0.417785,0.404090,0.429234,0.387337,0.409236,0.412983,0.422085,0.400638,0.420220,0.425384,0.392816
893,0.394719,0.399834,0.399104,0.403708,0.409880,0.394767,0.403837,0.376660,0.400764,0.402975,0.402107,0.384271,0.402027,0.406900,0.383738
894,0.415038,0.396398,0.406199,0.415994,0.422135,0.409828,0.409451,0.393750,0.408916,0.416925,0.411352,0.395290,0.419590,0.425700,0.392694
895,0.434141,0.426627,0.446487,0.446138,0.450157,0.426171,0.438307,0.429852,0.443052,0.431805,0.440969,0.424917,0.437630,0.444813,0.412413
896,0.415016,0.414952,0.417959,0.418722,0.419834,0.406920,0.417669,0.387306,0.420547,0.412054,0.413325,0.397774,0.408659,0.420219,0.399647
897,0.382305,0.379506,0.391572,0.382381,0.398875,0.368105,0.389393,0.357848,0.385906,0.377935,0.390384,0.377518,0.388074,0.389440,0.370824
898,0.407579,0.410053,0.415441,0.410663,0.427213,0.396298,0.405086,0.379832,0.409589,0.407179,0.402193,0.401366,0.408387,0.420947,0.387493
899,0.412656,0.422274,0.419926,0.431944,0.428418,0.413964,0.421736,0.403607,0.420129,0.415608,0.422315,0.406440,0.419676,0.437750,0.402632
900,0.405826,0.427586,0.401491,0.407811,0.408610,0.391509,0.396535,0.388564,0.400676,0.390941,0.396194,0.381856,0.404069,0.406325,0.382649
901,0.403949,0.407261,0.400407,0.411665,0.417148,0.392821,0.407149,0.391329,0.411555,0.404366,0.416172,0.391558,0.411169,0.415905,0.387858
902,0.392984,0.386984,0.399234,0.397800,0.403063,0.387869,0.404926,0.383761,0.403572,0.398763,0.410325,0.377189,0.408992,0.406798,0.378907
903,0.423431,0.429980,0.424467,0.436790,0.439398,0.422031,0.437359,0.411121,0.422006,0.424396,0.431226,0.420822,0.425513,0.433525,0.417068
904,0.401257,0.385926,0.408639,0.412542,0.405957,0.382184,0.405526,0.382929,0.396589,0.397208,0.403087,0.381537,0.403882,0.399376,0.366784
905,0.413499,0.419249,0.409169,0.424300,0.426343,0.404480,0.417549,0.389077,0.418269,0.404243,0.414516,0.398454,0.417248,0.424042,0.397144
906,0.404213,0.413861,0.414060,0.419742,0.415544,0.402461,0.412510,0.385852,0.416151,0.411187,0.412898,0.395225,0.403086,0.418162,0.390335
907,0.410925,0.387285,0.409867,0.413539,0.400267,0.389194,0.409493,0.366504,0.405234,0.397961,0.419760,0.379272,0.416144,0.411898,0.377012
908,0.392998,0.403795,0.392102,0.401569,0.400262,0.387842,0.390743,0.375880,0.402614,0.374439,0.391746,0.373533,0.395972,0.403578,0.367570
909,0.404514,0.404891,0.403134,0.417897,0.411441,0.396088,0.404739,0.377711,0.406432,0.410669,0.418560,0.397212,0.411527,0.415910,0.394420
910,0.415756,0.430085,0.418963,0.429947,0.423858,0.417526,0.423693,0.395774,0.415962,0.412317,0.409552,0.398276,0.424909,0.418636,0.408080
911,0.411647,0.412879,0.423540,0.418688,0.428128,0.401394,0.422983,0.396773,0.408917,0.420058,0.425171,0.409005,0.407955,0.428210,0.402390
912,0.408896,0.401373,0.393924,0.410569,0.411285,0.404122,0.406111,0.377630,0.409025,0.400196,0.411816,0.391741,0.408853,0.412385,0.391277
913,0.404650,0.395310,0.404538,0.409143,0.406717,0.402228,0.399592,0.381538,0.398310,0.395239,0.394971,0.390203,0.403850,0.418867,0.376165
914,0.395611,0.398249,0.406573,0.409636,0.408415,0.393793,0.403337,0.380302,0.400571,0.393511,0.387563,0.376887,0.404804,0.402700,0.375762
915,0.401431,0.403122,0.416816,0.419750,0.416608,0.401859,0.413221,0.407747,0.404947,0.411178,0.415876,0.396723,0.415181,0.420454,0.383779
916,0.407259,0.390691,0.407205,0.406472,0.414718,0.397380,0.406867,0.391470,0.406955,0.402149,0.414208,0.396625,0.397410,0.416620,0.394562
917,0.409020,0.403317,0.418538,0.417840,0.427759,0.399867,0.411018,0.401269,0.406639,0.408072,0.419932,0.400825,0.418524,0.426325,0.393317
918,0.406038,0.393622,0.415432,0.402707,0.426397,0.387728,0.394317,0.384177,0.411091,0.403282,0.401993,0.388587,0.407548,0.410933,0.376129
919,0.391451,0.393215,0.403936,0.399186,0.405485,0.399395,0.397810,0.374553,0.400048,0.392828,0.399590,0.382043,0.398413,0.407465,0.384248
920,0.398361,0.388225,0.391234,0.398921,0.402633,0.387041,0.407511,0.384542,0.392699,0.393943,0.404528,0.382784,0.406613,0.409982,0.375295
921,0.409343,0.419794,0.409301,0.423449,0.426285,0.406553,0.417625,0.380181,0.416271,0.405077,0.415657,0.419689,0.421554,0.424828,0.404207
922,0.409832,0.415280,0.399084,0.413602,0.413051,0.395273,0.403207,0.381153,0.413033,0.402532,0.402808,0.391825,0.400758,0.418429,0.381669
923,0.387796,0.392138,0.385902,0.395915,0.393803,0.372439,0.392430,0.354660,0.389176,0.382754,0.392498,0.362274,0.391487,0.396674,0.369528
924,0.421278,0.416856,0.419777,0.420414,0.423969,0.408229,0.423353,0.387611,0.410571,0.415425,0.421964,0.404423,0.418384,0.425049,0.397705
925,0.387735,0.375555,0.393769,0.389227,0.393920,0.379670,0.387199,0.353215,0.379615,0.385209,0.395769,0.374660,0.381462,0.386149,0.370162
926,0.390557,0.380995,0.411530,0.398828,0.395797,0.391568,0.392056,0.370997,0.391347,0.402125,0.402773,0.378651,0.406889,0.402227,0.380579
927,0.405930,0.414776,0.412840,0.422220,0.424226,0.395773,0.413002,0.389710,0.410011,0.416151,0.405065,0.400205,0.417019,0.417117,0.382129
928,0.397121,0.386187,0.412554,0.411912,0.416126,0.382514,0.400417,0.388915,0.398974,0.404369,0.405491,0.380339,0.401020,0.418350,0.377210
929,0.377924,0.386419,0.391013,0.390236,0.387843,0.375955,0.378377,0.377565,0.386848,0.386386,0.392212,0.370448,0.388143,0.389603,0.382375
930,0.398152,0.391733,0.404649,0.404378,0.414177,0.393079,0.400204,0.371649,0.395453,0.402824,0.388641,0.372725,0.399623,0.407154,0.375658
931,0.405518,0.391281,0.388455,0.409788,0.401714,0.389829,0.407847,0.362172,0.398957,0.395090,0.404048,0.391297,0.407120,0.405415,0.372651
932,0.408853,0.400305,0.398995,0.411578,0.408192,0.394321,0.407973,0.373369,0.395445,0.400369,0.399211,0.376402,0.392326,0.400369,0.376129
933,0.396946,0.404187,0.407989,0.421263,0.416047,0.393575,0.412392,0.390845,0.410171,0.397187,0.413458,0.397528,0.400790,0.424680,0.394973
934,0.395079,0.386733,0.396187,0.402159,0.405018,0.383109,0.389798,0.364970,0.397915,0.394916,0.401120,0.382959,0.383059,0.412552,0.370050
935,0.421733,0.413165,0.419446,0.412118,0.425305,0.410532,0.411140,0.396828,0.421500,0.410034,0.421044,0.393132,0.420384,0.419705,0.394977
936,0.409913,0.409950,0.410967,0.418791,0.416770,0.405008,0.407629,0.389916,0.408407,0.411529,0.404156,0.392753,0.395692,0.420367,0.381693
937,0.410710,0.407304,0.417538,0.425980,0.420236,0.395973,0.416748,0.392501,0.407747,0.404001,0.419389,0.402921,0.415611,0.419815,0.392766
938,0.389115,0.387953,0.377984,0.390299,0.393143,0.381554,0.380489,0.359467,0.384684,0.382741,0.387591,0.365009,0.389943,0.392095,0.371770
939,0.416170,0.421928,0.411031,0.421398,0.419691,0.405458,0.420796,0.387129,0.419359,0.415733,0.415755,0.397654,0.418306,0.422295,0.394731
940,0.411476,0.402780,0.403367,0.411759,0.420430,0.382637,0.414857,0.379143,0.399842,0.401752,0.402307,0.389981,0.405222,0.411417,0.383496
941,0.414639,0.418503,0.418607,0.427113,0.426198,0.401297,0.416892,0.389430,0.422257,0.410916,0.419804,0.400114,0.426939,0.425538,0.402474
942,0.423142,0.424353,0.419316,0.428007,0.426695,0.413867,0.433152,0.404950,0.430333,0.418863,0.432093,0.406511,0.422489,0.438754,0.414514
943,0.394094,0.392870,0.397428,0.397341,0.408630,0.370610,0.389884,0.367126,0.395069,0.388655,0.397675,0.385215,0.387219,0.407078,0.372850
944,0.388767,0.399369,0.396408,0.408703,0.396775,0.378713,0.393399,0.370783,0.393421,0.391219,0.384855,0.381334,0.402317,0.403934,0.380178
945,0.400265,0.402489,0.398083,0.407195,0.408615,0.397751,0.405204,0.387289,0.400438,0.392312,0.401169,0.386590,0.410884,0.411357,0.379637
946,0.406026,0.405681,0.396025,0.413588,0.410802,0.402578,0.408544,0.371546,0.409098,0.392969,0.396735,0.387054,0.399585,0.407284,0.389953
947,0.422272,0.410525,0.422375,0.426556,0.442480,0.411296,0.430304,0.403158,0.420164,0.412548,0.427353,0.410329,0.424586,0.422707,0.410527
948,0.398657,0.390393,0.404868,0.409426,0.407712,0.395854,0.396777,0.383606,0.399538,0.389049,0.405026,0.389061,0.407542,0.411729,0.380513
949,0.397183,0.398709,0.401419,0.404151,0.411065,0.386515,0.395988,0.382639,0.397477,0.395552,0.404051,0.384971,0.400911,0.406439,0.384770
950,0.428779,0.418239,0.419910,0.429037,0.430122,0.417351,0.433257,0.400020,0.427756,0.428789,0.438802,0.418369,0.426142,0.437711,0.403221
951,0.414436,0.401919,0.405547,0.411059,0.411006,0.405714,0.406524,0.386546,0.410211,0.401553,0.401973,0.394229,0.403706,0.418176,0.389696
956,0.411374,0.406364,0.409051,0.421773,0.422210,0.386342,0.421902,0.383615,0.410901,0.400397,0.422744,0.396116,0.406764,0.419782,0.394753
957,0.428487,0.405249,0.418383,0.411799,0.427859,0.400842,0.412762,0.386561,0.415531,0.419674,0.408768,0.398951,0.418441,0.425208,0.399682
958,0.433973,0.421986,0.435439,0.431981,0.444802,0.409836,0.426838,0.407161,0.417145,0.424698,0.433241,0.416386,0.434673,0.436706,0.406800
959,0.394413,0.394732,0.408342,0.408411,0.418963,0.390136,0.401811,0.384487,0.407784,0.395852,0.414303,0.395318,0.403507,0.414250,0.389246
952,0.424312,0.424974,0.417276,0.426842,0.419867,0.403792,0.422049,0.396678,0.428456,0.409376,0.419821,0.407980,0.426487,0.424479,0.398626
953,0.389618,0.386126,0.387464,0.396147,0.394412,0.373629,0.386665,0.367552,0.380321,0.378205,0.394236,0.368994,0.403705,0.394478,0.368958
954,0.419463,0.414814,0.422399,0.425651,0.431968,0.413935,0.422638,0.399677,0.422354,0.417476,0.420676,0.404031,0.418970,0.427108,0.411021
955,0.393532,0.394293,0.391458,0.411458,0.401057,0.384366,0.403518,0.365696,0.392034,0.395024,0.402064,0.387951,0.392577,0.402865,0.376446
960,0.419240,0.412982,0.414735,0.414517,0.419713,0.410291,0.406558,0.397165,0.405680,0.418452,0.416122,0.400600,0.418688,0.417863,0.386546
961,0.412398,0.418168,0.413863,0.418529,0.425683,0.410631,0.418167,0.389727,0.405402,0.408795,0.412016,0.397834,0.416515,0.418951,0.401468
962,0.396711,0.392750,0.393172,0.402312,0.401028,0.385596,0.388772,0.366249,0.388384,0.381511,0.391261,0.371203,0.399535,0.392924,0.376487
963,0.382261,0.395798,0.387519,0.391801,0.392078,0.371477,0.388345,0.366747,0.384992,0.376377,0.389760,0.370040,0.389592,0.397055,0.368670
964,0.406920,0.418151,0.406569,0.423289,0.408852,0.393901,0.414150,0.383166,0.421332,0.406333,0.415018,0.400018,0.408157,0.422324,0.394302
965,0.413469,0.403837,0.417628,0.423817,0.410766,0.393237,0.408269,0.385581,0.417832,0.400777,0.411427,0.386787,0.414840,0.413677,0.371534
966,0.385859,0.390532,0.390474,0.393102,0.401816,0.380987,0.389467,0.364294,0.393391,0.393789,0.389076,0.381894,0.388250,0.395138,0.369909
967,0.395508,0.399745,0.411026,0.406649,0.404105,0.393113,0.391227,0.383213,0.401824,0.414311,0.395607,0.383066,0.396204,0.410900,0.378830
968,0.409175,0.410382,0.389788,0.405675,0.405763,0.396475,0.398877,0.377512,0.397426,0.381924,0.398320,0.376083,0.405463,0.411948,0.391465
969,0.416273,0.405477,0.411109,0.418225,0.413354,0.399799,0.414594,0.393092,0.406950,0.407473,0.410378,0.392979,0.415285,0.420773,0.389925
970,0.416068,0.416290,0.409221,0.406196,0.409710,0.398601,0.411437,0.386653,0.413332,0.397993,0.415160,0.388482,0.416606,0.421616,0.384155
971,0.389642,0.399175,0.398048,0.395455,0.393451,0.380518,0.389939,0.366941,0.399933,0.382669,0.396200,0.373723,0.406203,0.395501,0.370380
972,0.403145,0.390785,0.407204,0.406631,0.419703,0.387502,0.398897,0.398811,0.393602,0.398781,0.401358,0.387335,0.410640,0.410412,0.384554
973,0.413744,0.413258,0.418813,0.425359,0.419213,0.406924,0.422506,0.390119,0.420868,0.407715,0.409175,0.402088,0.420858,0.431617,0.389148
974,0.392196,0.398934,0.405296,0.409993,0.405689,0.391447,0.402703,0.383442,0.397494,0.401918,0.391642,0.385631,0.397876,0.401100,0.374496
975,0.412099,0.406147,0.410015,0.418816,0.417956,0.403021,0.413037,0.391125,0.396635,0.403807,0.417253,0.394621,0.413286,0.415145,0.393576
976,0.419881,0.424817,0.414773,0.428324,0.419559,0.403220,0.411217,0.387694,0.422012,0.407577,0.410654,0.402087,0.411321,0.418663,0.402803
977,0.397021,0.392162,0.387708,0.404560,0.395368,0.386747,0.405157,0.365914,0.391277,0.375140,0.392082,0.375141,0.392264,0.397479,0.380602
978,0.423111,0.407680,0.418004,0.415290,0.423031,0.403362,0.423009,0.399789,0.417574,0.413475,0.428897,0.400850,0.419758,0.433286,0.400146
979,0.396249,0.400959,0.401864,0.407397,0.411019,0.388751,0.417541,0.384313,0.406513,0.389197,0.403770,0.385719,0.404543,0.402583,0.384942
980,0.417975,0.409547,0.417782,0.414989,0.421456,0.399317,0.402905,0.394637,0.407673,0.406510,0.416983,0.390374,0.406277,0.418731,0.389580
981,0.393671,0.385771,0.391658,0.394574,0.397633,0.387913,0.387232,0.372083,0.389178,0.381383,0.396445,0.371758,0.391092,0.390059,0.369517
982,0.402967,0.395526,0.393286,0.405803,0.401404,0.386730,0.394804,0.363718,0.396053,0.387074,0.401518,0.381610,0.401266,0.413617,0.388733
983,0.389438,0.388600,0.388891,0.398742,0.396238,0.391563,0.394464,0.364482,0.389513,0.384953,0.389848,0.374125,0.384676,0.391019,0.373243
984,0.403895,0.392227,0.404217,0.412138,0.414141,0.396345,0.409090,0.377962,0.405127,0.398919,0.405672,0.395490,0.398864,0.413151,0.384858
985,0.400051,0.401089,0.408068,0.399733,0.412085,0.397545,0.403147,0.373244,0.396072,0.407833,0.406142,0.389993,0.402780,0.410204,0.380530
986,0.393072,0.397523,0.389316,0.408432,0.396758,0.387734,0.397520,0.376400,0.392467,0.397821,0.395098,0.379698,0.391830,0.392800,0.377248
987,0.405930,0.414972,0.416178,0.425490,0.425157,0.408432,0.422463,0.386396,0.413600,0.412230,0.418722,0.401401,0.423881,0.424452,0.405105
988,0.415221,0.412851,0.415883,0.432666,0.412228,0.408486,0.425562,0.394728,0.415995,0.410990,0.412291,0.396107,0.415230,0.416491,0.394577
989,0.409274,0.416565,0.408403,0.415864,0.415076,0.403829,0.409492,0.383562,0.404060,0.393438,0.402538,0.394804,0.418613,0.410859,0.386592
990,0.405875,0.391853,0.400934,0.406070,0.415196,0.376712,0.400032,0.376838,0.400278,0.393644,0.392261,0.390295,0.403366,0.414712,0.383365
991,0.407145,0.397953,0.399860,0.403295,0.403948,0.401539,0.409822,0.366394,0.399830,0.394407,0.399207,0.383171,0.400062,0.405429,0.381955
992,0.397588,0.381963,0.394887,0.395098,0.390091,0.382404,0.395133,0.368658,0.384070,0.388050,0.401511,0.370538,0.393007,0.394489,0.374038
993,0.423456,0.409262,0.415047,0.413836,0.417732,0.395604,0.412638,0.391444,0.410184,0.400356,0.412869,0.395781,0.419481,0.425010,0.396157
994,0.399335,0.408189,0.407791,0.413408,0.412399,0.393038,0.401467,0.377972,0.405555,0.398315,0.400436,0.388369,0.406610,0.416933,0.385561
995,0.426817,0.405029,0.424369,0.412336,0.428507,0.409233,0.409102,0.395271,0.414142,0.419183,0.431688,0.399019,0.429876,0.425236,0.412005
996,0.403949,0.402297,0.407430,0.415483,0.420454,0.404755,0.415669,0.375646,0.397619,0.409117,0.409986,0.389072,0.402795,0.428965,0.399927
997,0.393915,0.398397,0.397909,0.396760,0.407226,0.382825,0.390701,0.381985,0.388974,0.391143,0.398767,0.394406,0.390119,0.408981,0.381593
998,0.420022,0.406831,0.424788,0.418774,0.427917,0.403797,0.418531,0.394653,0.414797,0.413351,0.413415,0.403151,0.426174,0.431130,0.393654
999,0.387884,0.393338,0.387476,0.397527,0.396756,0.376931,0.395834,0.354997,0.387916,0.384597,0.389510,0.374009,0.387299,0.396944,0.369569
